,Year,Media,Title,Released,Consumed
339,32 BBY,F,Star Wars: Episode I The Phantom Menace,1999-05-19,False
340,32 BBY,JR,La menace fantôme - Le roman du film,2016-01-20,False
341,32 BBY,JR,La menace fantôme junior novelization,2017-05-17,False
342,32 BBY,C,Star Wars: The Phantom Menace Graphic Novel Adaptation,2021-07-13,False
343,32–19 BBY,C,Star Wars: The Prequel Trilogy – A Graphic Novel,2017-04-04,False
344,32 BBY,VG,Star Wars Journeys: The Phantom Menace,2014-04-22,False
345,32–19 BBY,VG,Star Wars Journeys: Beginnings,2014-12-18,False
346,32–35 ABY,VG,Star Wars Battlefront II,2017-11-09,False
347,32 BBY –34 ABY,TV,"Star Wars Galaxy of Adventures — ""Jedi vs. Sith - The Skywalker Saga""",2019-06-28,False
348,32 BBY –35 ABY,TV,"Star Wars Galaxy of Adventures — ""Star Wars Droids""",2020-04-10,False
349,32 BBY,C,"""Probe Droid Problem"" — Darth Maul (2017) 1",2017-02-01,False
350,32 BBY,TV,"Star Wars: Tales of the Jedi — ""The Sith Lord""",2022-10-26,False
351,32 BBY,N,Mace Windu: The Glass Abyss,2024-10-15,False
352,,C,"""Raiders of the Lost Gundark"" — Star Wars Adventures (2017) 18 ",2019-02-20,False
353,,TV,"Star Wars Forces of Destiny — ""Monster Misunderstanding"" ",2018-05-04,False
354,,C,Age of Republic - Obi-Wan Kenobi 1 ,2019-01-02,False
355,29 BBY,A,Padawan's Pride ,2024-09-19,False
356,29 BBY,C,Obi-Wan and Anakin 1,2016-01-06,False
357,29 BBY,C,Obi-Wan and Anakin 2,2016-02-03,False
358,29 BBY,C,Obi-Wan and Anakin 3,2016-03-23,False
359,29 BBY,C,Obi-Wan and Anakin 4,2016-04-20,False
360,29 BBY,C,Obi-Wan and Anakin 5,2016-05-25,False
361,28 BBY,N,Queen's Shadow,2019-03-05,False
362,,C,"""The Lesson (Obi-Wan & Anakin)"" — Star Wars (2020) 25 ",2022-07-20,False
363,26 BBY,C,Age of Republic - Count Dooku 1,2019-02-13,False
364,26 BBY,JR,Choose Your Destiny: An Obi-Wan & Anakin Adventure,2019-03-19,False
365,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 1"" ",2020-06-10,False
366,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 2"" ",2020-06-10,False
367,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 3"" ",2020-06-17,False
368,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 4"" ",2020-06-24,False
369,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 5"" ",2020-07-01,False
370,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 6"" ",2020-07-08,False
371,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 7"" ",2020-07-15,False
372,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 8"" ",2020-07-22,False
373,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 9"" ",2020-07-29,False
374,,TV,"Star Wars: Jedi Temple Challenge — ""Episode 10"" ",2020-08-05,False
375,23 BBY,C,Age of Republic - Jango Fett 1,2019-01-09,False
376,23 BBY,A,Dooku: Jedi Lost,2019-04-30,False
377,22 BBY,F,Star Wars: Episode II Attack of the Clones,2002-05-16,False
378,22 BBY,JR,L'Attaque des clones - Le roman du film,2016-02-24,False
379,22 BBY,JR,L'Attaque des clones junior novelization,2017-06-17,False
380,22 BBY,C,Star Wars: Attack of the Clones Graphic Novel Adaptation,2021-12-14,False
381,22–14 BBY,N,Inquisitor: Rise of the Red Blade,2023-07-18,False
382,22 BBY,TV,"Star Wars Galaxy of Adventures — ""Yoda vs Count Dooku – Size Matters Not""",2019-01-30,False
383,22 BBY,N,Queen's Hope,2022-01-25,False
384,22 BBY,C,Jedi of the Republic – Mace Windu 1,2017-08-30,False
385,22 BBY,C,Jedi of the Republic – Mace Windu 2,2017-09-27,False
386,22 BBY,C,Jedi of the Republic – Mace Windu 3,2017-10-25,False
387,22 BBY,C,Jedi of the Republic – Mace Windu 4,2017-11-29,False
388,22 BBY,C,Jedi of the Republic – Mace Windu 5,2017-12-27,False
389,22 BBY,C,Star Wars: My First Comic Reader 1 ,2022-12-21,False
390,22 BBY,N,Brotherhood,2022-05-10,False
391,,C,Hyperspace Stories 6 ,2023-07-05,False
392,,C,Hyperspace Stories 11 ,2023-11-22,False
393,22 BBY,C,Hyperspace Stories 1 ,2022-08-24,False
394,22 BBY,C,Hyperspace Stories 5 ,2023-05-03,False
395,22 BBY,C,"""501 Plus One"" — Age of Republic Special 1",2019-01-16,False
396,22 BBY,C,Star Wars Adventures: The Clone Wars – Battle Tales 1,2020-05-20,False
397,22 BBY,C,Star Wars Adventures: The Clone Wars – Battle Tales 2,2020-06-24,False
398,22 BBY,C,Star Wars Adventures: The Clone Wars – Battle Tales 3,2020-08-05,False
399,22 BBY,C,Star Wars Adventures: The Clone Wars – Battle Tales 4,2020-08-26,False
400,22 BBY,C,Star Wars Adventures: The Clone Wars – Battle Tales 5,2020-09-30,False
401,22 BBY,C,Age of Republic - Anakin Skywalker 1,2019-02-06,False
402,22 BBY,TV,"Star Wars: The Clone Wars — ""Cat and Mouse""",2010-03-20,False
403,22 BBY,TV,"Star Wars: The Clone Wars — ""The Hidden Enemy""",2009-02-06,False
404,22 BBY,F,Star Wars: The Clone Wars film,2008-08-14,False
405,22 BBY,TV,"Star Wars: The Clone Wars — ""Clone Cadets""",2010-09-17,False
406,,TV,"Star Wars: Tales of the Jedi — ""Practice Makes Perfect""",2022-10-26,False
407,22 BBY,TV,"Star Wars: The Clone Wars — ""Supply Lines""",2010-09-24,False
408,22 BBY,TV,"Star Wars: The Clone Wars — ""Ambush""",2008-10-03,False
409,22 BBY,TV,"Star Wars: The Clone Wars — ""Rising Malevolence""",2008-10-03,False
410,22 BBY,TV,"Star Wars: The Clone Wars — ""Shadow of Malevolence""",2008-10-10,False
411,22 BBY,TV,"Star Wars: The Clone Wars — ""Destroy Malevolence""",2008-10-17,False
412,22 BBY,TV,"Star Wars: The Clone Wars — ""Rookies""",2008-10-24,False
413,22 BBY,TV,"Star Wars: The Clone Wars — ""Downfall of a Droid""",2008-11-07,False
414,22 BBY,TV,"Star Wars: The Clone Wars — ""Duel of the Droids""",2008-11-14,False
415,22 BBY,TV,"Star Wars: The Clone Wars — ""Bombad Jedi""",2008-11-21,False
416,21 BBY,TV,"Star Wars: The Clone Wars — ""Cloak of Darkness""",2008-12-05,False
417,21 BBY,TV,"Star Wars: The Clone Wars — ""Lair of Grievous""",2008-12-12,False
418,21 BBY,TV,"Star Wars: The Clone Wars — ""Dooku Captured""",2009-01-02,False
419,21 BBY,TV,"Star Wars: The Clone Wars — ""The Gungan General""",2009-01-09,False
420,21 BBY,A,Choose Your Destiny: A Clone Trooper Mission,2019-06-XX,False
421,21 BBY,C,"""Separation Anxiety Part One"" — Star Wars Adventures (2020) 9",2021-09-08,False
422,21 BBY,C,"""Separation Anxiety, Part Two"" — Star Wars Adventures (2020) 10",2021-09-29,False
423,21 BBY,TV,"Star Wars: The Clone Wars — ""Jedi Crash""",2009-01-16,False
424,21 BBY,TV,"Star Wars: The Clone Wars — ""Defenders of Peace""",2009-01-23,False
425,21 BBY,TV,"Star Wars: The Clone Wars — ""Trespass""",2009-01-30,False
426,21 BBY,TV,"Star Wars: The Clone Wars — ""Blue Shadow Virus""",2009-02-13,False
427,21 BBY,TV,"Star Wars: The Clone Wars — ""Mystery of a Thousand Moons""",2009-02-13,False
428,21 BBY,TV,"Star Wars: The Clone Wars — ""Storm Over Ryloth""",2009-02-27,False
429,21 BBY,TV,"Star Wars: The Clone Wars — ""Innocents of Ryloth""",2009-03-06,False
430,21 BBY,TV,"Star Wars: The Clone Wars — ""Liberty on Ryloth""",2009-03-13,False
431,21 BBY,TV,"Star Wars: The Clone Wars — ""Holocron Heist""",2009-10-02,False
432,21 BBY,TV,"Star Wars: The Clone Wars — ""Cargo of Doom""",2009-10-02,False
433,21 BBY,TV,"Star Wars: The Clone Wars — ""Children of the Force""",2009-10-09,False
434,21 BBY,TV,"Star Wars: The Clone Wars — ""Bounty Hunters""",2010-03-27,False
435,21 BBY,TV,"Star Wars: The Clone Wars — ""The Zillo Beast""",2010-04-03,False
436,21 BBY,TV,"Star Wars: The Clone Wars — ""The Zillo Beast Strikes Back""",2010-04-10,False
437,21 BBY,TV,"Star Wars: The Clone Wars — ""Senate Spy""",2009-10-16,False
438,21 BBY,TV,"Star Wars: The Clone Wars — ""Landing at Point Rain""",2009-11-04,False
439,21 BBY,TV,"Star Wars: The Clone Wars — ""Weapons Factory""",2009-11-13,False
440,21 BBY,TV,"Star Wars: The Clone Wars — ""Legacy of Terror""",2009-11-20,False
441,21 BBY,TV,"Star Wars: The Clone Wars — ""Brain Invaders""",2009-12-04,False
442,21 BBY,TV,"Star Wars: The Clone Wars — ""Grievous Intrigue""",2010-01-01,False
443,21 BBY,TV,"Star Wars: The Clone Wars — ""The Deserter""",2010-01-01,False
444,21 BBY,TV,"Star Wars: The Clone Wars — ""Lightsaber Lost""",2010-01-22,False
445,21 BBY,TV,"Star Wars: The Clone Wars — ""The Mandalore Plot""",2010-01-29,False
446,21 BBY,TV,"Star Wars: The Clone Wars — ""Voyage of Temptation""",2010-02-05,False
447,21 BBY,TV,"Star Wars: The Clone Wars — ""Duchess of Mandalore""",2010-02-12,False
448,21–17 BBY,N,Catalyst: A Rogue One Novel ,2016-11-15,False
449,21 BBY,TV,"Star Wars: The Clone Wars — ""Death Trap""",2010-04-17,False
450,21 BBY,TV,"Star Wars: The Clone Wars — ""R2 Come Home""",2010-04-24,False
451,21 BBY,TV,"Star Wars: The Clone Wars — ""Lethal Trackdown""",2010-04-30,False
452,21 BBY,TV,"Star Wars: The Clone Wars — ""Corruption""",2010-10-08,False
453,21 BBY,TV,"Star Wars: The Clone Wars — ""The Academy""",2010-10-15,False
454,21 BBY,TV,"Star Wars: The Clone Wars — ""Assassin""",2010-10-22,False
455,21 BBY,TV,"Star Wars: The Clone Wars — ""ARC Troopers""",2010-09-17,False
456,,C,Hyperspace Stories 10 ,2023-11-08,False
457,,C,Hyperspace Stories: The Bad Batch: Ghost Agents 1 ,2025-02-12,False
458,,C,Hyperspace Stories: The Bad Batch: Ghost Agents 2 ,2025-04-02,False
459,,C,Hyperspace Stories: The Bad Batch: Ghost Agents 3 ,2025-04-30,False
460,,C,Hyperspace Stories: The Bad Batch: Ghost Agents 4 ,2025-05-28,False
461,,C,Hyperspace Stories: The Bad Batch: Ghost Agents 5 ,2025-06-25,False
462,21 BBY,TV,"Star Wars: The Clone Wars — ""Sphere of Influence""",2010-10-01,False
463,21 BBY,TV,"Star Wars: The Clone Wars — ""Evil Plans""",2010-11-05,False
464,21 BBY,TV,"Star Wars: The Clone Wars — ""Hostage Crisis""",2009-03-20,False
465,21 BBY,C,"""Intermission, Part 1"" — Star Wars Adventures (2017) 12",2018-07-25,False
466,21 BBY,C,"""Intermission, Part 2"" — Star Wars Adventures (2017) 13",2018-08-29,False
467,21 BBY,C,"""Tales of Villainy: Give & Take"" — Star Wars Adventures (2020) 12",2021-11-24,False
468,21 BBY,TV,"Star Wars: The Clone Wars — ""Hunt for Ziro""",2010-11-12,False
469,21 BBY,TV,"Star Wars Forces of Destiny — ""Teach You, I Will"" ",2017-10-01,False
470,21 BBY,TV,"Star Wars Forces of Destiny — ""Unexpected Company""",2018-03-19,False
471,21 BBY,TV,"Star Wars Forces of Destiny — ""The Imposter Inside""",2017-07-08,False
472,21 BBY –34 ABY,JR,Forces of Destiny: Daring Adventures: Volume 1,2017-08-01,False
473,21 BBY,C,Forces of Destiny—Ahsoka & Padmé,2018-01-24,False
474,21 BBY,C,"""The Incident, Part 1"" — Star Wars Adventures (2020) 5 ",2021-06-23,False
475,21 BBY,C,"""The Incident, Part 2"" — Star Wars Adventures (2020) 6 ",2021-07-07,False
476,21 BBY,TV,"Star Wars Forces of Destiny — ""The Starfighter Stunt"" ",2017-10-01,False
477,21 BBY,TV,"Star Wars Forces of Destiny — ""The Padawan Path"" ",2017-07-06,False
478,21 BBY –3 ABY,JR,Forces of Destiny: Daring Adventures: Volume 2,2017-10-03,False
479,21 BBY,TV,"Star Wars: The Clone Wars — ""Heroes on Both Sides""",2010-11-19,False
480,21 BBY,TV,"Star Wars: The Clone Wars — ""Pursuit of Peace""",2010-12-03,False
481,21 BBY,TV,"Star Wars: The Clone Wars — ""Senate Murders""",2010-03-12,False
482,20 BBY,TV,"Star Wars: The Clone Wars — ""Nightsisters""",2011-01-07,False
483,20 BBY,TV,"Star Wars: The Clone Wars — ""Monster""",2011-01-14,False
484,20 BBY,TV,"Star Wars: The Clone Wars — ""Witches of the Mist""",2011-01-21,False
485,20 BBY,TV,"Star Wars: The Clone Wars — ""Overlords""",2011-01-28,False
486,20 BBY,TV,"Star Wars: The Clone Wars — ""Altar of Mortis""",2011-02-04,False
487,20 BBY,TV,"Star Wars: The Clone Wars — ""Ghosts of Mortis""",2011-02-11,False
488,20 BBY,TV,"Star Wars: The Clone Wars — ""The Citadel""",2011-02-18,False
489,20 BBY,TV,"Star Wars: The Clone Wars — ""Counterattack""",2011-03-04,False
490,20 BBY,TV,"Star Wars: The Clone Wars — ""Citadel Rescue""",2011-03-11,False
491,20 BBY,TV,"Star Wars: The Clone Wars — ""Padawan Lost""",2011-03-19,False
492,20 BBY,TV,"Star Wars: The Clone Wars — ""Wookiee Hunt""",2011-03-26,False
493,20 BBY,TV,"Star Wars: The Clone Wars — ""Water War""",2011-09-16,False
494,20 BBY,TV,"Star Wars: The Clone Wars — ""Gungan Attack""",2011-09-16,False
495,20 BBY,TV,"Star Wars: The Clone Wars — ""Prisoners""",2011-09-23,False
496,,C,"""Ghosts of the Machine"" — Tales from the Rancor Pit ",2022-11-23,False
497,,C,"""Tales of Villainy: Trade Relations"" — Star Wars Adventures (2020) 8 ",2021-08-18,False
498,20 BBY,TV,"Star Wars: The Clone Wars — ""Shadow Warrior""",2011-09-30,False
499,20 BBY,TV,"Star Wars: The Clone Wars — ""Mercy Mission""",2011-10-07,False
500,20 BBY,TV,"Star Wars: The Clone Wars — ""Nomad Droids""",2011-10-14,False
501,20 BBY,TV,"Star Wars: The Clone Wars — ""Darkness on Umbara""",2011-10-28,False
502,20 BBY,TV,"Star Wars: The Clone Wars — ""The General""",2011-11-04,False
503,20 BBY,TV,"Star Wars: The Clone Wars — ""Plan of Dissent""",2011-11-11,False
504,20 BBY,TV,"Star Wars: The Clone Wars — ""Carnage of Krell""",2011-11-18,False
505,20 BBY,C,"""Roger Roger"" — Star Wars Adventures (2017) 19 ",2019-03-27,False
506,20 BBY,C,"""Hide and Seek"" — Star Wars Adventures (2017) 20 ",2019-04-17,False
507,20 BBY,C,Age of Republic - General Grievous 1,2019-03-13,False
508,20 BBY,TV,"Star Wars: The Clone Wars — ""Kidnapped""",2011-11-25,False
509,20 BBY,TV,"Star Wars: The Clone Wars — ""Slaves of the Republic""",2011-12-02,False
510,20 BBY,TV,"Star Wars: The Clone Wars — ""Escape from Kadavo""",2012-01-06,False
511,20 BBY,TV,"Star Wars: The Clone Wars — ""A Friend in Need""",2012-01-13,False
512,20 BBY,TV,"Star Wars: The Clone Wars — ""Deception""",2012-01-20,False
513,20 BBY,TV,"Star Wars: The Clone Wars — ""Friends and Enemies""",2012-01-27,False
514,20 BBY,TV,"Star Wars: The Clone Wars — ""The Box""",2012-02-03,False
515,20 BBY,TV,"Star Wars: The Clone Wars — ""Crisis on Naboo""",2012-02-10,False
516,20 BBY,TV,"Star Wars: The Clone Wars — ""Massacre""",2012-02-24,False
517,,TV,"Star Wars: Tales of the Empire — ""The Path of Fear"" ",2024-05-04,False
518,20 BBY,TV,"Star Wars: The Clone Wars — ""Bounty""",2012-03-02,False
519,20 BBY,TV,"Star Wars: The Clone Wars — ""Brothers""",2012-03-09,False
520,20 BBY,TV,"Star Wars: The Clone Wars — ""Revenge""",2012-03-14,False
521,20 BBY,TV,"Star Wars: The Clone Wars — ""A War on Two Fronts""",2012-09-21,False
522,20 BBY,TV,"Star Wars: The Clone Wars — ""Front Runners""",2012-10-12,False
523,20 BBY,TV,"Star Wars: The Clone Wars — ""The Soft War""",2012-10-19,False
524,20 BBY,TV,"Star Wars: The Clone Wars — ""Tipping Points""",2012-10-27,False
525,20 BBY,TV,"Star Wars: The Clone Wars — ""The Gathering""",2012-11-02,False
526,20 BBY,TV,"Star Wars: The Clone Wars — ""A Test of Strength""",2012-11-09,False
527,20 BBY,TV,"Star Wars: The Clone Wars — ""Bound for Rescue""",2012-11-16,False
528,20 BBY,TV,"Star Wars: The Clone Wars — ""A Necessary Bond""",2012-11-23,False
529,20 BBY,TV,"Star Wars: The Clone Wars — ""Secret Weapons""",2012-11-30,False
530,20 BBY,TV,"Star Wars: The Clone Wars — ""A Sunny Day in the Void""",2012-12-07,False
531,20 BBY,TV,"Star Wars: The Clone Wars — ""Missing in Action""",2013-01-04,False
532,20 BBY,TV,"Star Wars: The Clone Wars — ""Point of No Return""",2013-01-11,False
533,19 BBY,TV,"Star Wars: The Clone Wars — ""Revival""",2012-08-24,False
534,19 BBY,TV,"Star Wars: The Clone Wars — ""Eminence""",2013-01-18,False
535,19 BBY,C,"""Tales of Villainy: The Hostage"" — Star Wars Adventures (2020) 3 ",2021-02-03,False
536,19 BBY,TV,"Star Wars: The Clone Wars — ""Shades of Reason""",2013-01-25,False
537,19 BBY,TV,"Star Wars: The Clone Wars — ""The Lawless""",2013-02-01,False
538,19 BBY,TV,"Star Wars: The Clone Wars — ""Sabotage""",2013-02-08,False
539,19 BBY,TV,"Star Wars: The Clone Wars — ""The Jedi Who Knew Too Much""",2013-02-15,False
540,19 BBY,C,"""Sisters"" — Age of Republic Special 1",2019-01-16,False
541,19 BBY,TV,"Star Wars: The Clone Wars — ""To Catch a Jedi""",2013-02-22,False
542,19 BBY,TV,"Star Wars: The Clone Wars — ""The Wrong Jedi""",2013-03-01,False
543,19 BBY,C,Kanan 7,2015-10-28,False
544,19 BBY],C,Kanan 8,2015-11-18,False
545,19 BBY,C,Kanan 9,2015-12-16,False
546,19 BBY,C,Kanan 10,2016-01-27,False
547,19 BBY,C,Kanan 11,2016-02-24,False
548,19 BBY,N,Thrawn Ascendancy: Chaos Rising,2020-09-01,False
549,19 BBY,TV,"Star Wars: The Clone Wars — ""The Unknown""",2014-02-15,False
550,19 BBY,TV,"Star Wars: The Clone Wars — ""Conspiracy""",2014-02-15,False
551,19 BBY,TV,"Star Wars: The Clone Wars — ""Fugitive""",2014-02-15,False
552,19 BBY,TV,"Star Wars: The Clone Wars — ""Orders""",2014-02-15,False
553,19 BBY,TV,"Star Wars: The Clone Wars — ""An Old Friend""",2014-02-22,False
554,19 BBY,TV,"Star Wars: The Clone Wars — ""The Rise of Clovis""",2014-02-22,False
555,19 BBY,TV,"Star Wars: The Clone Wars — ""Crisis at the Heart""",2014-02-22,False
556,19 BBY,TV,"Star Wars: The Clone Wars — ""The Disappeared, Part I""",2014-03-01,False
557,19 BBY,TV,"Star Wars: The Clone Wars — ""The Disappeared, Part II""",2014-03-01,False
558,19 BBY,TV,"Star Wars: The Clone Wars — ""The Lost One""",2014-03-01,False
559,19 BBY,TV,"Star Wars: The Clone Wars — ""Voices""",2014-03-01,False
560,19 BBY,TV,"Star Wars: The Clone Wars — ""Destiny""",2014-03-07,False
561,19 BBY,TV,"Star Wars: The Clone Wars — ""Sacrifice""",2014-03-07,False
562,19 BBY,TV,"Star Wars: The Clone Wars — ""A Death on Utapau""",2014-09-25,False
563,19 BBY,TV,"Star Wars: The Clone Wars — ""In Search of the Crystal""",2014-09-25,False
564,19 BBY,TV,"Star Wars: The Clone Wars — ""Crystal Crisis""",2014-09-25,False
565,19 BBY,TV,"Star Wars: The Clone Wars — ""The Big Bang""",2014-09-25,False
566,,C,Hyperspace Stories 9 ,2023-09-27,False
567,19 BBY,N,Dark Disciple Chapters 1-30,2015-07-07,False
568,19 BBY,C,Darth Maul — Son of Dathomir 1,2014-05-21,False
569,19 BBY,C,Darth Maul — Son of Dathomir 2,2014-06-18,False
570,19 BBY,C,Darth Maul — Son of Dathomir 3,2014-07-16,False
571,19 BBY,C,Darth Maul — Son of Dathomir 4,2014-08-20,False
572,19 BBY,N,Dark Disciple Chapters 31-42,2015-07-07,False
573,,C,Age of Republic - Padmé Amidala 1 ,2019-03-06,False
574,19 BBY,TV,"Star Wars: The Clone Wars — ""Gone with a Trace""",2020-03-20,False
575,19 BBY,TV,"Star Wars: The Clone Wars — ""Deal No Deal""",2020-03-27,False
576,19 BBY,TV,"Star Wars: The Clone Wars — ""Dangerous Debt""",2020-04-03,False
577,19 BBY,TV,"Star Wars: The Clone Wars — ""Together Again""",2020-04-10,False
578,19 BBY,TV,"Star Wars: The Clone Wars — ""The Bad Batch""",2020-02-21,False
579,19 BBY,C,The Clone Wars: Season 7: Volume 1,2020-12-08,False
580,19 BBY,TV,"Star Wars: The Clone Wars — ""A Distant Echo""",2020-02-28,False
581,19 BBY,TV,"Star Wars: The Clone Wars — ""On the Wings of Keeradaks""",2020-03-06,False
582,19 BBY,TV,"Star Wars: The Clone Wars — ""Unfinished Business""",2020-03-13,False
583,19 BBY,TV,"Star Wars: The Clone Wars — ""Old Friends Not Forgotten""",2020-04-17,False
584,19 BBY,C,The Clone Wars: Ahsoka vs. Maul,2023-09-05,False
585,19 BBY,F,Star Wars: Episode III Revenge of the Sith,2005-05-19,False
586,19 BBY,JR,La revanche des Sith - Le roman du film,2015-09-09,False
587,19 BBY,JR,La revanche des Sith junior novelization,2017-06-28,False
588,19 BBY,TV,"Star Wars: The Clone Wars — ""The Phantom Apprentice""",2020-04-24,False
589,19 BBY,TV,"Star Wars: The Clone Wars — ""Shattered""",2020-05-01,False
590,19 BBY,TV,"Star Wars: The Bad Batch — ""Aftermath""",2021-05-04,False
591,19 BBY,JR,Star Wars: The Bad Batch junior novelization,2023-05-31,False
592,19 BBY,C,Kanan 2,2015-05-06,False
593,19,C,Kanan 3  Pages 1-12.,2015-06-10,False
594,19 BBY,TV,"Star Wars: The Clone Wars — ""Victory and Death""",2020-05-04,False
595,19 BBY,C,Darth Vader (2017) 1,2017-06-07,False
596,,TV,"Star Wars: Tales of the Jedi — ""Resolve""",2022-10-26,False
597,,TV,"Star Wars: Tales of the Empire — ""Devoted"" ",2024-05-04,False
598,19 BBY,C,Darth Vader (2017) 2,2017-06-21,False
599,19 BBY,C,Darth Vader (2017) 3,2017-07-12,False
600,19 BBY,C,Darth Vader (2017) 4,2017-08-02,False
601,19 BBY,C,Darth Vader (2017) 5,2017-09-06,False
602,19 BBY,C,Darth Vader (2017) 6,2017-10-04,False
603,19 BBY,C,Darth Vader (2017) 7,2017-11-01,False
604,19 BBY,TV,"Star Wars: The Bad Batch — ""Cut and Run""",2021-05-07,False
605,19 BBY,TV,"Star Wars: The Bad Batch — ""Replacements""",2021-05-14,False
606,19 BBY,TV,"Star Wars: The Bad Batch — ""Cornered""",2021-05-21,False
607,19 BBY,TV,"Star Wars: The Bad Batch — ""Rampage""",2021-05-28,False
608,19 BBY,TV,"Star Wars: The Bad Batch — ""Decommissioned""",2021-06-04,False
609,19 BBY,C,Darth Vader (2017) 8,2017-11-15,False
610,19 BBY,C,Darth Vader (2017) 9,2017-12-06,False
611,19 BBY,C,Darth Vader (2017) 10,2018-01-10,False
612,,C,"""The Lesson (Darth Vader)"" — Star Wars (2020) 25 ",2022-07-20,False
613,19 BBY,C,Darth Vader (2017) 11,2018-02-14,False
614,19 BBY,C,Darth Vader (2017) 12,2018-02-28,False
615,19 BBY,TV,"Star Wars: The Bad Batch — ""Battle Scars""",2021-06-11,False
616,19 BBY,TV,"Star Wars: The Bad Batch — ""Reunion""",2021-06-18,False
617,19 BBY,TV,"Star Wars: The Bad Batch — ""Bounty Lost""",2021-06-25,False
618,19 BBY,C,The Bad Batch: Hunted!,2022-05-03,False
619,19 BBY,TV,"Star Wars: The Bad Batch — ""Common Ground""",2021-07-02,False
620,19 BBY,TV,"Star Wars: The Bad Batch — ""Devil's Deal""",2021-07-09,False
621,19 BBY,TV,"Star Wars: The Bad Batch — ""Rescue on Ryloth""",2021-07-16,False
622,19 BBY,TV,"Star Wars: The Bad Batch — ""Infested""",2021-07-23,False
623,,N,Reign of the Empire: The Mask of Fear ,2025-02-25,False
624,19 BBY,TV,"Star Wars: The Bad Batch — ""War-Mantle""",2021-07-30,False
625,19 BBY,TV,"Star Wars: The Bad Batch — ""Return to Kamino""",2021-08-06,False
626,19 BBY,TV,"Star Wars: The Bad Batch — ""Kamino Lost""",2021-08-13,False
627,19–18 BBY,TV,"Star Wars: The Bad Batch — ""Spoils of War"" ",2023-01-04,False
628,19–18 BBY,TV,"Star Wars: The Bad Batch — ""Ruins of War"" ",2023-01-04,False
629,19–18 BBY,TV,"Star Wars: The Bad Batch — ""The Solitary Clone"" ",2023-01-11,False
630,19–18 BBY,TV,"Star Wars: The Bad Batch — ""Faster"" ",2023-01-18,False
631,19–18 BBY,TV,"Star Wars: The Bad Batch — ""Entombed"" ",2023-01-25,False
632,19–18 BBY,TV,"Star Wars: The Bad Batch — ""Tribe"" ",2023-02-01,False
633,18 BBY,TV,"Star Wars: The Bad Batch — ""The Clone Conspiracy"" ",2023-02-08,False
634,18 BBY,TV,"Star Wars: The Bad Batch — ""Truth and Consequences"" ",2023-02-08,False
635,18 BBY,TV,"Star Wars: The Bad Batch — ""The Crossing"" ",2023-02-15,False
636,18 BBY,TV,"Star Wars: The Bad Batch — ""Retrieval"" ",2023-02-22,False
637,18 BBY,TV,"Star Wars: The Bad Batch — ""Metamorphosis"" ",2023-03-01,False
638,18 BBY,TV,"Star Wars: The Bad Batch — ""The Outpost"" ",2023-03-08,False
639,18 BBY,TV,"Star Wars: The Bad Batch — ""Pabu"" ",2023-03-15,False
640,18 BBY,N,Sanctuary,2025-08-05,False
641,18 BBY,TV,"Star Wars: The Bad Batch — ""Tipping Point"" ",2023-03-22,False
642,18 BBY,TV,"Star Wars: The Bad Batch — ""The Summit"" ",2023-03-29,False
643,18 BBY,TV,"Star Wars: The Bad Batch — ""Plan 99"" ",2023-03-29,False
644,,TV,"Star Wars: The Bad Batch — ""Confined""",2024-02-21,False
645,,TV,"Star Wars: The Bad Batch — ""Paths Unknown""",2024-02-21,False
646,,TV,"Star Wars: The Bad Batch — ""Shadows of Tantiss""",2024-02-21,False
647,,TV,"Star Wars: The Bad Batch — ""A Different Approach""",2024-02-28,False
648,,TV,"Star Wars: The Bad Batch — ""The Return""",2024-03-06,False
649,,TV,"Star Wars: The Bad Batch — ""Infiltration""",2024-03-13,False
650,,TV,"Star Wars: The Bad Batch — ""Extraction""",2024-03-13,False
651,,TV,"Star Wars: The Bad Batch — ""Bad Territory""",2024-03-20,False
652,,TV,"Star Wars: The Bad Batch — ""The Harbinger""",2024-03-27,False
653,,TV,"Star Wars: The Bad Batch — ""Identity Crisis""",2024-04-03,False
654,,TV,"Star Wars: The Bad Batch — ""Point of No Return""",2024-04-03,False
655,,TV,"Star Wars: The Bad Batch — ""Juggernaut""",2024-04-10,False
656,,TV,"Star Wars: The Bad Batch — ""Into the Breach""",2024-04-17,False
657,,TV,"Star Wars: The Bad Batch — ""Flash Strike""",2024-04-24,False
658,,TV,"Star Wars: The Bad Batch — ""The Cavalry Has Arrived""",2024-05-01,False
659,18 BBY,C,Kanan 3  Pages 13-22.,2015-06-10,False
660,18 BBY,C,Kanan 4,2015-07-22,False
661,18 BBY,C,Kanan 5,2015-08-19,False
662,18 BBY,C,Darth Vader (2017) 13,2018-03-14,False
663,18 BBY,C,Darth Vader (2017) 14,2018-04-11,False
664,18 BBY,C,Darth Vader (2017) 15,2018-04-25,False
